embedding_x,embedding_y
15.358779,3.2485116
-6.45373,14.084811
14.982525,-1.7557515
6.8644266,11.237222
14.472438,-6.8546457
14.985743,-4.1591744
-4.2420707,-7.3243375
9.767764,11.321084
8.765019,11.183415
-2.0726607,-10.274204
15.015052,-3.9689958
17.690666,21.504662
12.752116,9.937007
14.282925,7.3677006
-1.2287263,1.8066156
14.408956,-8.275797
-4.243952,4.1881785
-4.7674704,-5.282128
17.193138,19.675879
-4.4012957,7.13614
-4.174945,-1.7023704
14.812497,-5.584432
14.702633,-5.9334393
9.567796,10.698814
14.08995,-9.689048
12.815206,9.832825
9.193956,10.815755
13.229112,9.941537
-1.8135364,20.04594
-5.194039,17.846033
13.343772,9.7765665
-9.282575,12.696591
-1.0340946,-1.2202079
9.059919,11.222038
-3.72296,6.7043004
-3.5953505,3.0574949
9.014491,11.276427
-2.7503395,-9.673299
-3.4859211,-8.960007
-4.091371,4.023721
13.2039585,9.893308
14.794188,-5.798425
14.952067,-1.7136974
14.475522,-8.58613
-8.331003,11.922518
-0.7932411,20.468697
2.424572,-16.252388
-1.4120986,-11.27724
14.794833,-4.650214
14.065178,-9.773607
-6.277416,14.101061
14.386006,-8.571156
-4.3917494,18.574427
-0.917133,20.775082
14.947809,-1.769331
15.554758,2.4234972
-1.4469775,20.438957
-4.3092027,4.2693915
9.180366,11.125943
14.424399,-8.567658
14.054473,8.231216
14.28804,-9.050034
13.17284,9.893884
15.3386545,1.9626935
14.82998,-5.552253
-2.205338,20.07333
13.176294,10.151746
13.968955,-9.970303
-0.8057306,20.479689
16.963121,19.177988
14.564137,-6.605245
-4.346248,18.570232
-2.1432612,-10.213255
14.063518,-9.752307
17.003157,19.204971
-4.737785,-2.5042214
-1.5558541,-1.6580403
14.435274,-7.4072566
-4.055864,-1.6359377
9.570876,10.782775
-2.1052125,-10.24803
-1.3801854,1.5730298
15.032652,-0.25711182
-2.942223,1.7373489
14.523445,-6.659936
-4.4372096,7.1583724
14.077495,8.129731
8.962972,11.152232
-5.0350637,18.15069
17.138517,19.616602
17.729923,21.464672
14.227585,7.3941884
15.127605,-3.788688
-1.2883718,20.558775
-3.6024444,3.030994
15.387051,3.2244182
14.589876,-6.4259872
0.39683792,17.852316
-2.2132275,1.7292882
15.015579,-0.19313121
14.609834,-5.852044
15.538477,2.6243303
17.776045,21.401196
-4.432902,7.13501
-1.6712898,-1.5096297
-4.6905494,-1.9671012
0.25583744,17.835556
2.4245465,-16.254007
-6.957776,15.070554
14.859488,-3.5857508
-2.0866027,-10.259884
-1.5648228,-10.813221
-7.43883,12.438144
-5.1016684,-2.6182103
14.087345,-9.693545
9.510756,11.325764
14.510601,-6.788734
9.283118,11.081611
14.883459,-4.3849983
9.445775,10.81368
15.520066,2.398508
9.496698,10.812666
14.041673,-9.767124
14.044979,-9.798614
15.100506,-3.8891108
-4.217352,-7.4273524
13.171419,9.921485
14.407189,-8.524523
8.671177,11.20769
14.860159,-4.4005737
13.982537,8.083626
14.791449,-4.5941396
14.181545,7.8682537
17.8237,21.298801
9.007473,11.303539
-3.3872912,19.146946
14.998779,-2.033308
-5.628431,16.41613
-4.095106,-7.8444524
14.064436,-9.750707
-9.248399,12.744778
13.827027,8.500393
-4.283853,7.2104964
-5.635439,16.418804
-4.7985725,-5.832803
15.02141,-3.9745793
13.1974,9.9571495
14.120529,-9.619135
-1.3511909,1.4426024
14.533902,-6.7293715
15.178146,3.0143166
15.2765665,3.1694622
14.039784,-9.814161
14.49652,-6.773798
-6.5654173,14.610118
9.54199,10.690977
14.771048,-4.7639847
-8.91406,12.628407
14.425286,-7.325766
14.400908,-8.574633
15.362235,2.1812499
14.472091,-6.7160106
14.285044,-9.065522
15.014608,-2.1481636
14.662071,-5.9347835
14.648858,-5.941768
14.570599,-6.5351553
-4.6722226,-1.9890497
14.502142,-7.2059894
-1.3890597,20.52241
14.916036,11.635775
13.393011,9.464391
15.0605755,-3.9249792
14.618486,-6.0283833
9.114945,11.176204
-4.076821,18.671675
-1.237673,1.4099985
9.327809,11.051
-5.2283177,17.828735
-4.8309135,-5.9493423
15.3814,3.2248993
14.96658,-1.7623283
14.807552,-4.546759
15.305512,3.135845
-4.086966,-1.6269823
15.065148,-3.900731
-7.4797707,13.278955
7.918014,22.733137
15.163133,2.6825998
14.712362,-4.9365215
15.365401,1.9653285
15.015855,-4.1931543
-1.0159729,20.498043
14.76222,-4.913
-2.1514823,1.963685
-1.0960839,1.9107429
14.803129,-5.5634346
8.7361555,11.172971
6.790788,11.273446
15.23748,2.6641717
-1.0935621,1.930023
15.109026,-3.855876
9.048689,11.234722
14.477158,-7.2370005
-3.1256883,19.345318
-8.346764,11.86101
13.0573435,9.797877
13.178718,10.123863
14.425698,-7.3501387
14.037335,-9.799558
15.275082,3.2128508
14.44803,-7.271324
-4.8233023,18.360516
16.975302,19.182709
2.4235575,-16.275074
15.292469,1.967201
10.213233,11.192457
-1.2799002,1.4100606
15.403092,3.256833
15.614462,2.4688098
14.304879,-8.993635
2.423493,-16.24849
17.13145,19.619892
-3.2776349,-1.8049788
14.31701,-8.991702
14.634601,-5.2165966
-1.0120552,-1.1728468
14.894099,-3.2826912
10.515258,11.075242
14.810425,-4.5098567
8.71828,11.203707
14.265538,7.353875
15.2238245,3.3223221
6.714719,11.335359
-1.2628651,1.4280083
14.935445,-0.77777153
-4.3371234,-7.132711
15.233791,2.8766727
-4.085023,-7.837769
-4.280168,7.26579
17.005018,19.305698
-4.198548,4.1490507
9.161061,11.162435
14.286162,-9.053124
17.974218,20.826992
-1.0987706,1.9168688
-1.7011565,20.191647
14.538956,-6.7834153
-2.9601388,1.7672534
-4.499681,18.451338
-0.74673134,20.706505
14.448243,-7.648811
14.266413,7.366924
-8.645091,10.823754
14.700318,-5.844947
16.536734,19.182112
-1.5395204,20.391693
13.292121,9.9306345
-4.587692,-1.878384
14.475434,-6.9559164
14.455854,-8.456958
14.694841,-5.881747
-3.4721036,2.96835
-0.6849923,20.601948
-1.0039955,20.360264
15.308086,2.0663617
-1.8212729,19.987764
9.355907,11.305544
9.2641115,11.126826
14.40948,-7.6377006
-6.295786,15.610957
14.432732,-8.356314
14.991301,-1.8564806
15.468038,2.1361127
14.999752,-1.8569806
15.397036,3.28136
-4.403522,-6.9912004
14.874465,-4.458189
14.993029,-0.4935343
-1.5435344,1.8200343
10.167503,11.061284
-2.5575793,19.727842
14.154369,8.041852
14.395392,-8.467684
14.3443365,7.305401
-1.4010986,-11.281305
-6.354408,15.739226
-1.3386679,1.6351637
14.273631,7.726781
10.171629,11.177328
14.17325,7.406604
13.214256,9.948915
-4.5963063,18.53308
15.379858,3.2528396
14.255771,7.7667117
6.578649,11.469153
9.101501,10.91827
15.561551,2.7251966
14.773149,-4.694156
-2.5869894,1.8110684
6.82061,11.254239
1.4989418,-13.389591
-5.608149,16.444077
10.322787,11.123124
-0.7717369,20.642757
13.9600935,-9.9759035
15.021173,-0.3159567
15.104086,-0.107517004
-9.210737,12.750074
-8.5555525,10.929307
14.340843,-8.743367
15.009237,-0.2870438
14.321653,-8.901923
6.6402626,11.410763
17.168427,19.671095
-1.2488481,1.5159186
14.101253,-9.660314
14.430454,-7.1219835
14.701974,-6.0236692
-8.280055,11.91345
14.41983,-7.4346747
-4.227467,18.610779
-4.2782025,4.190864
15.137756,-3.7420878
14.744477,-4.9928737
-1.3764998,1.4425639
13.180957,10.103183
14.4544,-7.0861564
8.806105,11.175415
10.24341,11.202607
-1.7805617,20.04959
13.20769,9.939952
14.292787,-9.044753
14.215643,7.791153
15.070741,-3.8877265
17.950686,20.868141
-4.172704,6.6121044
14.982289,-2.120705
-2.0330052,-10.309359
-6.977406,15.090225
14.042698,8.24361
-4.2584567,-7.32662
14.802911,-4.492247
14.497064,-6.570106
13.110614,9.70511
15.005317,-2.0949972
-1.5338913,-10.808393
-1.8276778,20.05645
-0.7314187,20.949965
6.6462164,11.404728
-1.4547566,-11.293222
14.90429,-3.073743
14.497885,-6.72206
-4.3538074,7.079305
-5.874747,15.73451
-5.654749,16.377932
-5.8912573,15.765302
13.38025,9.514673
14.523794,-6.6341968
-4.2427874,-7.3379803
-4.2769904,4.224982
-4.7756367,-5.7827415
-1.202983,1.6234474
13.973323,-9.967032
17.86069,20.85947
16.285946,2.6636286
15.285385,2.6423595
-3.2221198,-9.202447
-2.0032218,20.148954
14.406165,-8.586838
15.010558,-2.1308303
14.449083,-7.234527
14.455628,-7.244408
14.965845,-1.8069128
-2.1110287,-10.241765
-3.1561198,19.327175
14.4108095,-8.574624
14.420827,-8.482159
-3.4853995,-8.950147
14.536681,-6.689839
-0.897246,20.693531
15.00688,-2.0373735
6.5977182,11.451575
9.704663,10.716548
15.017931,-0.37708756
14.348303,7.2837133
14.996413,-0.53871864
-4.266256,4.2109833
14.387406,-8.549141
15.107253,-3.7751555
14.4472475,-7.23624
15.607881,2.6307757
14.327202,-8.916186
14.555303,-6.7021956
15.310669,1.9267771
14.041182,8.232237
14.964722,-4.0251923
-3.6344292,3.0653348
14.419203,-8.347129
14.46265,-7.093035
-4.7654257,-2.1120045
14.554046,-6.5744176
14.417762,-8.554208
-6.9452124,15.111958
16.491743,19.129135
15.608716,2.2897997
9.52016,11.363883
-0.69182354,20.609241
14.572383,-6.435552
9.46301,10.787882
-1.2530361,1.5620654
-6.288081,14.05927
14.716904,-5.899506
14.260775,7.734796
13.179492,9.926664
14.612864,-6.1552343
14.4373665,-7.390785
-3.3675041,19.163258
8.474444,11.188216
-3.1537466,19.323797
14.99814,-4.0624394
8.854641,11.191156
13.217909,10.141611
-4.106353,-7.921571
-2.1478455,-1.6428802
14.571371,-6.419205
14.733934,-5.893824
-3.5575168,3.8272376
15.029977,-0.24407843
14.910977,-3.118695
14.408441,-7.4511967
-6.3627105,15.662561
13.168451,10.3499
-1.1055067,1.9100647
-2.3354611,19.92868
-7.4835505,12.409756
-6.6173863,14.714443
14.38198,-8.628908
9.446986,11.299546
15.503789,2.1087902
-1.9586493,-10.388708
-1.1691324,1.8247807
14.552391,-6.527489
-1.213741,1.5379599
-1.2243557,1.8511814
-9.245619,12.732844
-4.241587,4.1919975
14.385583,-8.625816
6.8136983,11.257506
-2.2665665,20.061056
-2.7480395,-9.675252
15.546812,2.4863188
-3.355263,-2.1348248
14.517425,-6.730199
15.079112,-3.8938253
14.200892,7.8407483
14.950577,-1.7561215
14.318624,7.3374157
10.272196,11.159325
-2.2957437,20.015423
-5.139981,-2.6530116
-8.654628,10.809221
14.132846,7.9556785
14.469381,-6.966671
14.376808,-8.668743
14.61039,-6.340369
14.973973,-1.7657275
14.37614,-8.653731
-6.0752845,14.90699
14.40915,-7.970358
15.417094,2.0381923
14.708448,-5.1740227
-4.219344,4.1549234
-4.4062386,7.1278005
8.803211,11.14182
14.103608,-9.662428
-4.9340286,18.19309
-1.7002132,-1.5174522
15.609309,2.5000193
-2.1682167,1.9543355
-1.0358074,-1.1838804
-4.83579,18.223263
-5.827869,16.179209
17.179102,19.679373
-6.4523835,15.688977
-1.4743788,1.8105081
-7.182572,14.338338
-1.2283578,1.5716901
17.076067,19.51752
-2.990106,-9.452468
-4.7656097,-5.4825664
18.023726,20.912344
14.286261,-9.062346
14.422158,-7.3601336
-8.645294,10.822298
1.2836609,-13.14447
15.264853,3.0047414
15.201579,3.0730758
14.073873,8.205907
9.180966,11.141569
8.327452,21.601357
-6.402307,15.461564
-4.461036,-6.2828083
14.879046,-3.5758204
-2.6905684,-9.726925
15.297665,3.0270538
14.990802,-0.39238614
9.220613,11.1061535
-4.251001,18.567553
16.979227,19.184137
17.80022,21.36715
-4.0955276,18.656528
-1.4342194,1.6019568
15.287382,3.0947707
-4.2112393,4.161253
-0.98202187,20.57564
1.3048424,-13.166132
13.160349,10.283571
-1.439307,20.410114
-4.2247868,7.2416453
-3.040213,19.417294
15.43075,2.1166208
-3.0058558,19.44928
13.912037,8.375713
-7.143743,14.398918
13.9928255,8.234216
15.46008,2.0651379
15.321846,3.2444584
15.184794,2.82729
-1.1306689,1.8857474
-0.73270774,20.913162
1.5243626,-13.404203
-8.370258,13.698273
17.00158,19.218225
-7.2303934,14.274534
-6.445681,15.456557
-8.628518,10.853484
2.436415,21.478952
-4.074834,-7.900312
-6.6691294,15.470201
15.06397,-3.8830485
15.426323,1.9513811
15.340188,2.0564315
14.956012,-0.73638296
14.446132,-7.481132
15.455633,2.2568126
14.515876,-6.785285
14.919993,-2.8458102
15.004208,-0.40688497
-6.8543525,15.249021
15.129489,3.7739956
14.713834,-4.9340763
0.24176751,17.838749
-2.9827738,19.461983
2.4252303,-16.256752
10.287521,11.164786
14.289271,-9.024039
-0.8038205,20.498962
-3.6708472,3.1767597
-3.6763265,6.7088265
-1.5479933,-1.6178731
14.3091755,-8.980321
-4.6952558,-6.31211
-1.4691117,20.450397
6.8358765,11.229329
9.034678,11.265941
10.273001,11.147526
14.987011,-0.5424867
13.2053995,9.850353
13.905426,8.214168
15.000462,-2.1692276
14.774647,-5.9854045
15.011923,-0.4234697
-6.0093184,15.397555
-4.235178,4.188388
-4.191686,7.1889133
14.867532,-4.444781
-5.0204,18.200632
14.384917,-8.626973
15.00391,-2.115429
14.916885,-3.1454513
14.510736,-6.739808
-4.850495,-5.8514614
14.520781,-6.5743704
14.387536,-8.434517
-1.7208598,-10.70599
14.957269,-1.7812351
13.89851,8.428278
-3.006425,1.6248755
-4.353357,-1.7966262
-3.6763585,3.202311
14.487144,-7.1453176
14.456169,-7.1004515
9.510426,10.801723
-4.392011,7.111311
-3.4485257,19.090109
14.291525,-9.037328
-0.86172366,20.456486
9.469306,10.868771
6.6238503,11.426899
15.13658,-3.7469637
-1.2326967,1.523391
-8.292044,11.932641
9.438757,10.87418
14.429032,-7.2837486
10.160905,11.187541
15.312046,3.1342611
14.518992,-6.7016025
15.107593,-3.8098068
-4.6976075,-1.9888502
-2.1108088,-1.5938085
-3.364949,19.16589
-5.1403723,-2.6411068
-1.5374212,-1.5712401
14.684907,-5.8740172
15.072455,-0.178871
-1.8638278,20.003363
-5.0632377,18.191273
14.76883,-5.07543
-1.1503304,-10.985787
-1.3897259,-11.277394
14.790468,-4.639008
14.936611,-2.8503954
14.409665,-8.604342
14.502211,-6.7477527
0.32403117,17.913834
-3.404962,-2.220274
13.136532,10.122557
14.462371,-7.0045137
16.315872,2.7073655
14.856455,-4.435424
13.974635,8.328504
13.256416,9.932403
14.350383,-8.659339
13.203912,10.242177
-1.6245626,20.266481
15.59483,2.5498717
14.799845,-5.6070833
-2.0595295,-10.282115
14.981119,-0.49841893
14.978734,-0.5999011
15.646683,2.3522253
13.1515045,10.085996
-4.427416,7.083171
15.492354,2.502724
14.663636,-5.0469546
-6.269571,15.770965
-1.1383133,-1.2372892
14.745736,-4.90325
14.149442,8.036239
1.305921,-13.163857
-1.5603467,20.319605
-2.9340155,19.504797
-1.4869643,1.569639
-1.2175356,1.8295387
14.290833,-9.026037
-1.7139773,-10.684256
9.503523,11.30473
-2.8821135,19.55191
-4.118538,-7.694138
14.7451935,-4.975919
14.39996,-8.451353
14.75133,-4.9751
-4.404012,-6.9862065
-4.231132,7.23959
-5.670964,16.362083
-7.4866953,12.402867
-1.9004587,19.962643
15.374187,2.0751812
-2.2637048,5.5467906
15.056231,-4.0685034
6.8204613,11.245604
2.4256492,-16.2417
-2.202993,20.062288
-3.818303,3.8783917
-2.0951765,-10.25593
14.503141,-6.6294045
13.176218,10.2857685
14.966976,-4.4152083
13.199237,10.261703
-4.029282,3.9819245
14.406527,-8.070724
-1.3218043,1.4393421
14.545953,-6.56507
14.005727,8.173404
-1.5571002,-1.6530205
14.536197,-6.715323
14.912449,-4.405008
13.983668,-9.95119
9.023477,11.310804
14.735502,-5.8728623
17.942095,20.808567
13.174538,10.162343
14.089878,-9.699905
14.960584,-1.7724212
18.009438,20.881262
17.01063,19.183153
10.34693,11.13125
-6.50328,15.612604
2.4064534,-16.28131
-2.878781,19.558537
14.755127,-4.898919
14.467764,-6.985702
14.51276,-6.6158605
15.377161,3.3435822
-1.5176089,-1.6576678
-1.7917588,-1.5238173
-4.391849,7.12465
-4.7664495,-2.1155827
1.294446,-13.151679
-2.2410905,20.032185
14.465099,-7.0240407
14.729262,-5.8755836
15.00592,-0.208136
-0.7365453,20.538889
-4.742874,18.392199
8.985635,11.26915
13.934948,8.360883
-6.3818893,14.194477
14.175015,7.9384336
14.950662,-0.7829904
13.130036,9.736622
9.069714,11.224324
-4.820602,-2.4848673
-1.5390545,-1.6546926
14.392861,-8.516925
14.69638,-5.1881723
14.208364,7.4414935
-6.688673,15.366411
14.875209,-4.3565097
-8.386348,13.702009
9.018141,11.275242
-6.2955728,14.294024
17.025816,19.236422
1.3130002,-13.184178
6.647544,11.412631
-3.1849096,19.305147
-2.9748514,19.475634
-4.382349,7.148279
-4.379221,-7.023383
15.10762,-0.13723424
15.6206255,2.3424234
15.049033,-4.003379
-6.841178,15.173202
6.8092403,11.2736845
9.155497,11.1416445
15.602321,2.6285212
14.814457,-5.5277896
-3.4928153,-8.937277
6.846591,11.223658
14.42793,-7.3992076
-7.462911,12.405571
14.417349,-8.505649
-0.90966743,20.791748
8.059654,19.566149
6.7059956,11.351778
14.462663,-7.3539352
-3.933345,-8.183593
-2.2538953,5.575457
-2.0572736,-10.284673
-9.171576,12.781039
-1.7673373,-1.5247248
14.727258,-5.865326
2.4368932,-16.244606
14.126818,7.9549284
10.281773,11.139412
14.89252,-4.281848
-6.1855803,14.455682
17.751581,21.436407
14.390473,-8.020009
-1.5754861,20.302961
15.064987,-0.1745656
14.727423,-4.9518313
15.012537,-1.9247438
14.428285,-8.429794
18.006111,20.913637
14.751137,-5.026038
15.568548,2.6345763
13.100336,9.692702
14.445827,-7.218897
9.463558,10.8811865
15.086347,-3.7938554
-8.310403,11.963373
14.242901,7.785938
13.177309,10.336605
-3.5042922,-8.914202
13.159398,10.053591
1.5183158,-13.393755
14.715044,-5.135943
15.004826,-0.2952644
-4.850983,-5.9525013
-4.1044946,-7.7503767
14.22517,7.446598
14.707263,-5.0377107
14.821623,-4.3203306
14.633941,-6.1304674
15.386844,2.0254452
13.17698,10.215636
7.971237,22.684616
17.85653,21.185345
2.424383,-16.264997
14.636605,-6.128409
-3.9841394,-1.5861837
-5.1892753,-2.8257394
-3.1931787,-9.226888
-5.641264,16.405254
16.471994,19.103432
14.707671,-5.1911917
13.960754,8.336977
14.727651,-5.9431953
17.784866,21.387094
-6.692274,15.304828
-4.248385,-7.3477635
13.9878645,-9.943771
15.095769,-0.19991592
14.684321,-5.238062
9.163119,11.148112
-0.93422574,20.690968
-5.811773,16.18386
-4.206962,7.233482
15.308081,1.9527478
-2.350996,19.943703
-4.1566696,18.648073
14.894586,-4.48687
-1.7335165,-10.679837
-6.107254,14.654076
14.427335,-7.3725905
15.181485,3.0356765
14.082182,-9.722199
15.309176,3.3200474
0.3604037,17.937641
-1.0287844,-1.1014117
13.963434,8.296553
14.43446,-8.573781
-9.146046,12.789581
15.440038,2.1143217
14.418164,-7.2775517
10.026646,11.265196
14.787639,-5.5785403
-2.0816238,-10.264448
-5.988881,15.473307
13.046175,9.640945
16.978125,19.190525
-1.5781444,-1.6688408
15.018694,-4.0757575
-1.5435477,-1.6539084
16.29602,2.6857157
-2.452589,19.81876
17.280634,4.115423
14.942664,-2.845257
15.015124,-0.26345602
2.4229565,-16.310287
14.764529,-4.800145
14.520093,-6.769253
1.3049426,-13.164564
17.318714,4.125767
16.342047,2.7100573
-1.2745692,1.415845
-1.7156227,-10.694795
-4.8474298,-5.843856
-6.894847,15.196173
15.521484,2.1578422
14.22119,7.8245797
-8.598777,10.8743
15.075677,-3.89473
15.017255,-0.3773626
-5.217622,-2.7580273
-1.7019737,-10.692835
-1.3957335,-11.299482
-2.04394,-10.297032
-4.338856,-7.178183
2.420674,-16.327242
13.99337,8.343425
13.175369,9.767513
13.974857,-9.969018
8.381457,21.76848
-2.0525677,-10.291536
-6.894756,15.208551
17.752197,21.438272
-4.7665286,-5.2574058
14.839748,-4.404355
9.228664,11.128231
17.934185,20.813831
6.6609664,11.40072
14.098174,-9.660371
17.826132,21.30758
7.9615045,22.702143
13.14835,10.068541
13.166444,9.880803
15.09768,-0.1328956
7.879049,22.752106
1.3230473,-13.185971
-3.6065562,3.0643215
-1.3718603,-11.315155
-2.0202973,-10.315594
-1.5684118,-1.63947
-3.4912264,-8.944391
2.418647,-16.363476
14.785605,-4.6615534
1.5493432,-13.429191
15.348832,3.2154198
14.276834,-9.061472
-4.2105618,7.2775083
-3.4560142,-8.984074
1.3153732,-13.175775
2.425077,-16.369244
-4.9482083,18.133741
-6.0497923,15.380577
14.273287,-9.039546
-4.6570177,18.55061
-2.1357245,1.9669793
14.921661,11.663264
2.4219887,-16.373192
-6.7940803,15.049483
-4.175513,-7.4900193
2.4113014,-16.388252
-4.6909065,-1.9717151
-4.3619843,7.058331
-7.225856,14.251414
-7.2399187,14.198117
-4.1998606,4.150566
-4.121421,6.6107497
-4.810689,-5.971075
-4.7208652,-6.134615
-4.1687427,-7.506482
-4.801322,-2.147715
-4.3995953,-7.0101714
-4.043523,-7.997412
-2.6442523,-9.772607
-1.73042,-10.73007
14.420679,-7.159791
-1.4966993,-10.898199
-4.242247,4.1882396
-2.0261397,-10.309182
2.4216146,-16.363966
2.4221053,-16.37387
14.042222,8.067558
14.816999,-5.523193
14.754145,-4.705172
14.449245,-7.262459
1.3076453,-13.17011
-1.5439769,-1.629921
14.681372,-5.9355164
-4.310237,7.012466
-5.766082,16.250029
1.5211258,-13.385281
15.390236,2.0216105
-4.3506813,-7.1356387
-4.961834,18.234945
-1.0129095,-1.2153791
-8.708291,10.755559
-1.7037567,-10.699608
-2.0082216,-10.318375
-4.344321,7.03145
15.247297,3.146254
14.534476,-6.046222
15.392093,3.3131282
-1.6964053,-10.70628
-6.81497,14.438657
-1.6682547,-10.739873
2.4221108,-16.381214
-3.204209,-9.211763
-3.2071736,-9.213755
1.3170785,-13.180874
10.192301,11.200352
14.098073,8.023741
-4.132247,4.0588326
14.767143,-4.748012
13.086472,9.693836
14.889028,-3.4567358
-1.5503407,20.328905
14.965812,-1.7828764
14.090017,8.033541
-3.3407245,19.188843
10.068281,11.00912
15.443201,2.493122
14.890629,-4.5058937
-0.7104769,20.566357
15.582631,2.31893
14.318318,-8.941769
2.4314904,-16.396772
14.214924,7.447371
1.3237672,-13.190451
13.154209,9.890047
17.55912,4.452439
17.081669,19.539206
14.472904,-7.026826
14.093951,8.156308
-7.8663588,13.421792
15.102925,-3.7107792
-3.1683166,-9.2534485
13.169791,10.078156
-1.5379481,-10.873506
15.575959,2.6477504
2.4221587,-16.41333
-4.2149305,7.2153344
15.075083,-0.23557666
14.453599,-7.036471
14.465215,-7.1055527
0.41221195,18.011597
8.402516,21.749859
14.5514765,-6.6347547
-2.3599563,19.922277
13.968528,-9.980281
15.28164,2.832325
14.3924675,-8.585231
14.690415,-5.1753354
-4.2087684,18.599237
10.340437,11.150447
6.618297,11.433686
-1.8402494,-1.4210119
15.131006,2.9117231
-3.024566,19.430569
17.572042,4.4697623
13.178486,10.283759
17.664528,4.5794206
-4.0695004,4.011336
-0.71996903,20.588673
-6.837594,15.238709
13.340968,9.725616
17.93338,20.858686
14.980292,-1.8430604
2.4237106,-16.451366
6.6425724,11.410984
-1.0453284,-1.1425053
13.253387,10.078473
14.94348,-4.371077
13.084829,9.942028
13.206644,10.221648
13.257068,9.879868
-8.639513,10.827541
16.447578,2.8236656
17.941645,20.818365
14.89497,-3.5026197
-7.454963,12.396007
-8.62279,10.852475
-0.90254116,-0.9669458
-1.2095441,1.8577491
14.416121,-7.3362856
17.110312,3.706868
14.927089,-4.2525206
15.382123,3.3104253
15.286892,2.9817321
-1.3407587,-11.295698
2.4340498,-16.474792
13.172896,10.266981
-1.1317458,-1.2007717
15.097765,-0.14784148
-1.5045687,20.342726
9.7055235,10.5751505
1.5276089,-13.401856
-1.6891118,-10.718503
14.99816,-0.37697035
14.8825445,-4.302049
16.456522,19.098509
14.412554,-7.5790234
17.870852,21.301514
-9.219022,12.7398405
16.557688,19.167334
9.017103,10.974823
-2.2699647,-1.6485679
-2.1613147,1.9805485
-4.6943054,18.491879
-2.1716795,-1.6135181
15.51362,2.1653426
-1.8533719,19.99635
9.497483,10.826464
10.209888,11.227088
14.884863,-4.386422
14.811303,-4.66167
-1.3839948,1.4362633
13.195564,10.292188
-4.6836185,-6.134367
14.993919,-4.0353184
6.7718472,11.273952
15.108287,-3.772192
14.842361,-4.2402573
14.721946,-5.0372934
-0.7586682,20.885406
13.954196,8.310831
-0.9828509,-1.0698023
14.550226,-6.523441
14.358474,-7.337355
-6.0826006,15.311551
14.835089,-4.37845
7.4589868,23.197107
-1.5328711,1.8714942
-5.192013,-2.7550416
16.492481,19.110325
15.363591,3.256016
15.3532295,3.068761
14.782115,-4.6853623
17.095419,3.701559
14.368331,7.258273
